Value,domain_desc,unit_desc,short_desc,statisticcat_desc,survey_id
15.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,391415
30.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,391515
36.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,391615
11.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,401320
14.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,401420
7.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,401319
29.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,401519
1.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,401619
24.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,401318
60.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,401418
59.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,401518
13.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,401618
11.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,401317
23.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,401417
22.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,401517
1.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,401617
4.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,401316
51.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,401416
7.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,401516
4.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,401616
14.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,401315
66.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,401415
1.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,401515
2.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,401615
24.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,411320
28.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,411420
18.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,411319
35.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,411519
35.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,411619
36.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,411318
46.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,411418
57.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,411518
44.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,411618
28.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,411317
37.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,411417
54.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,411517
50.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,411617
20.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,411316
52.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,411416
52.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,411516
25.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,411616
20.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,411315
39.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,411415
56.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,411515
16.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,411615
15.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,421320
27.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,421420
15.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,421319
23.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,421519
33.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,421619
34.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,421318
31.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,421418
23.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,421518
26.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,421618
20.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,421317
13.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,421417
41.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,421517
44.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,421617
44.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,421316
18.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,421416
27.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,421516
18.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,421616
28.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,421315
11.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,421415
45.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,421515
32.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,421615
15.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,451320
27.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,451420
18.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,451319
44.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,451519
56.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,451619
29.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,451318
14.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,451418
76.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,451518
32.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,451618
12.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,451317
24.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,451417
26.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,451517
31.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,451617
10.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,451316
51.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,451416
20.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,451516
29.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,451616
10.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,451315
29.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,451415
58.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,451515
14.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,451615
14.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,461320
53.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,461420
0.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,461319
10.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,461519
12.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,461619
4.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,461318
55.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,461418
54.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,461518
12.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,461618
2.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,461317
8.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,461417
47.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,461517
17.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,461617
0.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,461316
32.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,461416
48.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,461516
48.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,461616
1.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,461315
9.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,461415
22.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,461515
16.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,461615
18.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,471320
31.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,471420
62.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,471319
51.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,471519
66.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,471619
29.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,471318
30.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,471418
70.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,471518
49.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,471618
28.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,471317
53.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,471417
42.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,471517
22.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,471617
19.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,471316
40.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,471416
22.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,471516
19.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,471616
22.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,471315
47.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,471415
50.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,471515
43.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,471615
12.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,481320
30.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,481420
26.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,481319
21.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,481519
23.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,481619
21.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,481318
26.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,481418
18.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,481518
18.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,481618
36.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,481317
28.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,481417
33.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,481517
33.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,481617
19.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,481316
26.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,481416
47.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,481516
33.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,481616
21.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,481315
19.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,481415
30.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,481515
20.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,481615
38.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,491320
38.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,491420
22.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,491319
29.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,491519
22.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,491619
18.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,491318
43.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,491418
34.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,491518
48.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,491618
38.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,491317
36.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,491417
40.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,491517
